id,infra,pace,import,power,storage,bio,index,scenario,wind_onshore,wind_offshore,open_field_pv,roof_mounted_pv,hydro_run_of_river,fossil_depletion,human_toxicity,land_occupation,marine_toxicity,metal_depletion,climate_change,battery
0.0,0.5019845570452119,8.089425633075022,0.0290147315808306,90.26975159371551,5.8985188899333965,0.8228428776379451,0,0,13.866014298214122,,59.622790692369755,,1.6155,1656573574.3481903,1522269865.9409685,789768660.736611,67550223.87249075,166183397.963479,5607614396.927338,4.675065200126717e-07
1.0,0.4665439666911353,6.582621099900612,0.0616791023209778,87.3431552430396,5.90540306865921,0.1053240761074639,0,1,22.163600919162068,,45.00508226505882,,1.6155,14152918163.714624,170463002856.83914,4766469362.0982065,24426164076.54426,129494294787.96353,42977693639.22827,0.0050129815717119
2.0,0.1881200008807587,3.729211861614511,0.1182384438737803,44.653267520163126,5.9018983210107665,0.7117551560035472,0,2,25.305061162613303,,2.231546741630743,,1.6155,849156714.6159401,1567530269.8240225,451791833.31440526,153737055.83834997,726209251.949436,2912854693.519321,1.079387877709646e-05
3.0,0.2395485438156246,4.25348724174246,0.1146744774140022,52.36806391100946,5.901122540319956,0.7152786383315111,0,3,23.262261035691495,,11.8057759361534,,1.6155,650723782.6809278,882806670.8237493,369864152.73830664,69773776.94006033,299337008.7866164,2264742966.7965508,4.715755709111594e-06
4.0,0.2066186962485643,3.89421898137887,0.1099477998496877,47.2696985205901,5.902749800453825,0.7123299661053965,0,4,25.4281277012606,,4.817398567012824,,1.6155,792777546.4724278,1395767958.6264362,428829821.897477,133288036.75780146,623183292.3468115,2728652412.3769817,8.633728227860809e-06
5.0,0.2167521025190885,4.020260046091668,0.1154258293806272,48.96334009860853,5.903019727570881,0.718386667893706,0,5,24.08122784523693,,7.647632580322997,,1.6155,723813506.7544225,1299377254.6625605,399765838.1943516,125552496.98018494,590010081.2800103,2499689731.086489,9.537960259947178e-06
6.0,0.2376920861321784,4.178839900038492,0.1067937256240843,51.66396719812929,5.902084950600103,0.8356451463761309,0,6,23.787430790688298,,11.00721351578644,,1.6155,777057691.7375716,1183350183.0971532,423738288.3373752,102653765.84733568,460510064.10552037,2681603417.6635184,8.610532471323461e-06
7.0,0.2176348755052997,3.948004116292392,0.0822028718747228,48.97596806096413,5.903472475502197,0.7274891059513084,0,7,27.397393634551822,,4.45325261629401,0.0015952139373308998,1.6155,1163583359.3531709,2665662107.254437,577644467.8755039,289255725.8004356,1416440987.5554104,3931849569.949227,2.377000224288489e-05
8.0,0.2452908559565656,4.287532876391808,0.0719543585418506,53.27602467463142,5.902488490622003,0.7833853443363576,0,8,26.986993881061146,,8.91114463622648,0.0029920969263471002,1.6155,877914227.8605257,2020794293.0182354,459080301.8031942,219588219.56989923,1076446572.310198,2996708152.7970805,1.810813396227032e-05
9.0,0.2560678904413735,4.372731752486365,0.064800854721849,55.16501424333016,5.902495399920642,0.8761461381200185,0,9,26.017712188678715,,11.441699081591729,0.0082030832164015,1.6155,978468572.3066983,2640292004.785674,498517895.2157159,303565431.0466933,1515465193.3056552,3315584609.607706,3.795557008539891e-05
10.0,0.2747444379907544,4.585719926332144,0.0894109769035849,58.18342071316006,5.904545686267645,0.8346053742026529,0,10,22.457798735865513,,17.736313827880263,0.0110183537337723,1.6155,873737630.2924433,1922186712.2320924,459676534.9662797,205246566.3611604,1000174893.0937259,2982044433.945998,1.7834559400441414e-05
11.0,0.3425875199562457,5.322106448249257,0.0986837377964682,68.98655356817729,5.912396667282441,0.5776064557224987,0,11,18.876305201825488,0.0167184746166709,31.164093453213937,0.0433014187934106,1.6155,1800816701.8103297,9208918137.562225,811758244.1015211,1218275038.3128839,6330586323.60268,5878119783.123755,8.904155320668472e-05
12.0,0.3272732450876153,5.121533283360474,0.0570662392312311,66.06142793299941,5.912240429661423,1.0009737770934894,0,12,20.036737396718944,0.038041638893251295,27.48312147409642,0.0759639608157525,1.6155,3982397801.3073263,37027119035.49316,1518710370.504641,5216900860.720649,27544846395.055817,12447361604.728523,0.0007758823954224441
13.0,0.3294898647170335,5.171743881150243,0.0537174319639687,66.80195312061389,5.919244335193949,0.5758890320607509,0,13,25.23773830119523,0.049818332350970204,22.638647304648305,0.12316284552140319,1.6155,2977173648.694807,23067645464.11885,1211102535.920717,3201187542.167631,16838996357.937649,9453520804.411562,0.00036883358027614316
14.0,0.3481516849410986,5.3699915380512255,0.055176230572717,69.69011033871755,5.9322007088133795,0.5761341820984275,0,14,23.486356670560518,0.0885276579917326,27.156672689064823,0.1506559837804575,1.6155,2231537425.9587398,11553362438.027857,1023460002.6286585,1530406643.1574643,7955033007.20177,7256153155.198471,9.493551593298604e-05
15.0,0.3521755995587869,5.415537247429549,0.0797254185182077,70.34987898516275,5.944429139854831,0.5800801933293528,0,15,20.163388559899996,0.1307038971626586,30.97824158775213,0.1963701897261347,1.6155,2307485913.288259,12680827864.481987,1049397002.1351944,1693718726.3156862,8823129962.37951,7479915436.706414,0.0001542231609187541
16.0,0.3440178076794805,5.324001472602685,0.0805831737228207,69.01940085987049,5.914061657833361,0.5837735392078488,0,16,21.214477167289644,0.0574601603579516,28.862099794536903,0.09234657171889771,1.6155,2741530849.863332,18999862791.271282,1158322298.4649937,2608216427.8400297,13682607597.795372,8769766341.908318,0.00033138493730580003
17.0,0.416514959305707,6.075153341541999,0.091727260992564,79.9560237720592,5.918518181608593,0.5977444687727845,0,17,15.846002390908593,0.044401651217334,45.06993352947081,0.0298864072405908,1.6155,1717837194.1520288,2189065996.295345,891670139.0314983,162891411.2532961,672169858.7228941,5775571951.479079,3.2648964268611495e-05
18.0,0.4166294262717566,6.062290363782109,0.0807380135729092,79.76332374100112,5.941183634060882,0.6193958680552614,0,18,17.506673704234274,0.0618452831985765,43.156345563313394,0.0501221355023119,1.6155,5301080263.195201,48689950771.934654,2053751386.3299305,6853638772.248842,36177802615.911736,16535973288.432646,0.0007881052286180001
19.0,0.4013679789694325,5.929737225656647,0.0910861585831386,77.83892826370936,5.928547130686439,0.5837624870466033,0,19,16.358550643609412,0.1492599415921534,41.75056352508093,0.0161788544933124,1.6155,9662724027.482563,108365597003.44968,3414246459.1587024,15462595646.65686,81891598660.16273,29574570682.67922,0.0024080339445731558
20.0,0.3648695508720686,5.408323449407118,0.0817492022439321,70.24608173085868,5.922608522559265,0.9997131498768508,0,20,14.086041211092555,0.5604274031585574,36.885091913052705,0.012506972814541,1.6155,36302421409.74615,464130797078.366,11876760823.955286,66726372351.47467,354027046380.2553,109363605454.63123,0.012573538665558735
21.0,0.3618408307711624,5.388472203390504,0.0992402125847657,69.95662179727469,5.929351621122952,0.5774784537806745,0,21,18.123989678849032,0.0403667024031146,32.55765616967819,0.0516971873443578,1.6155,29799087423.04656,382199033706.507,9784614219.823772,54956427837.750946,291592268448.47705,89761642920.34782,0.01044012988056763
22.0,0.3777494462243382,5.548798979761839,0.104838940172915,72.29127769571943,5.918802943603673,0.5744386098113737,0,22,16.50360413063079,0.0074709228147198,36.285410410768854,0.005908418770668,1.6155,37201401743.96081,479271075733.50995,12141379942.191734,68931054770.71095,365760324183.4136,111975592812.06,0.012416926983950508
23.0,0.3720266123816271,5.502492110369633,0.0905035671187012,71.61634399621894,5.947995007621131,0.606268045143721,0,23,17.87382375616818,0.09322784504210391,34.30164352106535,0.1385433513315752,1.6155,27268735728.1252,349268018255.5181,9053209643.915375,50216783179.82963,266439662228.00146,82158680745.40643,0.008963128104618811
24.0,0.3798595767088511,5.586272968257345,0.1211317629847495,72.83870700201858,5.930489021265123,0.5769979158740147,0,24,14.012670306958176,0.0622487243400215,39.170003369274596,0.0778310733043003,1.6155,30138787322.14063,384708730695.1984,9911261012.572449,55303126348.078415,293413561126.20496,90830822944.9011,0.011467760746631316
25.0,0.3992643808392984,5.907909006799311,0.0903987810287098,77.5204677261441,5.953212122740235,0.5797325092167821,0,25,16.977727213286958,0.069104399451262,40.96336047675951,0.0390955892306479,1.6155,6355507363.862279,64906623593.76678,2368817178.2084846,9205343141.836164,48681099974.49403,19652805476.835934,0.0014107126624769302
26.0,0.393767872106187,5.856515543084488,0.078437146851129,76.77247935247333,5.937449922783569,0.6185742299560684,0,26,18.363513796633065,0.0913384807708516,39.02716220709296,0.0317098447125192,1.6155,4230641086.089914,37107799097.39818,1764513638.1187596,5203081650.525361,27440144429.47451,13273994464.604347,0.0006545997127931366
27.0,0.376286837241327,5.637900086834922,0.0764237190529834,73.590062869538,5.931855550790985,0.5758236600835631,0,27,20.03223057464197,0.0608533415887177,34.2808532190636,0.0216670517676358,1.6155,8933264637.978237,100281005856.90024,3152333449.648987,14309805220.924665,75787314366.54384,27350424143.602917,0.002376241733409697
28.0,0.3704202698419051,5.543833505792724,0.0749558624077762,72.22022041640108,5.927409297008168,0.5757089095719686,0,28,20.771381552494343,0.0351459436655777,32.23686146873494,0.0275454776267369,1.6155,11815815787.7577,139153052089.66476,4066240136.219723,19913790881.858105,105539892976.55844,35975133838.4204,0.0038038480679740212
29.0,0.3884652589153783,5.761551369696385,0.0724901639368959,75.39055978856791,6.003881573739864,0.6054063818562593,0,29,17.965167649818287,0.1072442975229342,37.64030944065095,0.0831818508953886,1.6155,13417065125.253975,158801406143.10187,4765017586.175918,22730781465.452408,120477615083.70618,40806170490.90844,0.0036235085966082
30.0,0.3730023335479731,5.587838820781156,0.0936580071872865,72.86019090738313,5.945315736617125,0.5968530665230161,0,30,17.271933434681543,0.1140268747441447,35.87160845477912,0.1743470117398238,1.6155,9820626560.404146,116180819428.82535,3481849627.463702,16629874448.741013,88141713613.17953,29903832285.525967,0.0036274596965917
31.0,0.4063997911319407,5.948791547681481,0.0852796108954386,78.11518826475722,5.967404940151542,0.5841522418079041,0,31,16.388081894366465,0.1479324711731916,41.767163367309806,0.2020591265331671,1.6155,12071608142.937685,139994448607.266,4244201288.6415787,20015607774.593025,106056267586.62527,36800617317.357056,0.0030257293541499
32.0,0.420575194134448,6.074130763100432,0.0779023256988484,79.9407090704911,5.9145316498941645,0.5793958476423507,0,32,18.197924151790705,0.029976627729189798,42.34027078422816,0.0478443703312395,1.6155,11579627507.778307,131901585127.453,3999841453.756807,18839160643.521107,99796637134.25333,35369748764.82081,0.003279448904143667
33.0,0.4044066998660676,5.861412196390831,0.0695422887923197,76.84283525122281,5.932873424591141,0.7389568505053898,0,33,18.604329543960507,0.0370638628973631,39.4238886248473,0.0210949810988978,1.6155,13497680552.764765,156858818685.1819,4657844691.562695,22430433986.094746,118855181247.3529,41124834772.39815,0.0037751310952397
34.0,0.4128585522432642,5.987546277968173,0.0830266605779527,78.67931748309265,5.912348114476581,0.5745868156869328,0,34,18.094362630043815,0.013182898654944299,41.4541934063518,0.0184726816655399,1.6155,10171036300.485811,114629385547.53848,3529716493.776389,16362252518.559727,86663104268.15611,31103459478.36132,0.002822460124211976
35.0,0.3822566223893691,5.701146890567388,0.0761689043997227,74.50643878277133,5.9179334884592345,0.5790948747962695,0,35,20.09528168536776,0.0253549202404681,35.74644506717941,0.0281429569551633,1.6155,2629558985.0373664,15752514420.125225,1119310556.9700937,2127887961.8784695,11116578693.356586,8473801222.223983,0.00020934711743787006
36.0,0.3472396354335004,5.331247795044999,0.0815167029918266,69.12203457676645,5.9283036339601525,0.5795723779026009,0,36,21.196808339733533,0.0282301091406663,29.5451574163996,0.0303697876300309,1.6155,2150052811.252421,12919998110.905125,961595141.4076024,1745370348.0669794,9119212144.190628,6952731482.866109,0.00010473790693042064
37.0,0.3016027594144556,4.841480077974824,0.0765800207107962,61.993805006377684,5.9111938540392215,0.7179046552872923,0,37,23.294105785223987,0.0142674976288511,20.79788962857273,0.0191994506795557,1.6155,1505738164.2174742,7708521541.466894,702548331.8664383,1019454075.7307584,5297527231.066561,4940341455.979741,7.63420602838481e-05
38.0,0.2811429660514424,4.619321937772943,0.0742564678213684,58.7574868419278,5.908882019472925,0.7193064333724135,0,38,25.02425838012529,0.0120982592376569,16.076161269465096,0.0172883375791078,1.6155,1343238863.1057587,5651823086.386392,637070595.4047596,724030270.3817863,3730298335.096774,4450926419.636505,7.60706274904616e-05
39.0,0.2427324173107227,4.268638306776587,0.0805354389046985,53.653994228392165,5.920731689159264,0.5734631744402131,0,39,26.21945967294179,0.0285857753578252,9.241962220453114,0.027982869934174,1.6155,1302018814.3245697,6598577315.3136425,634582902.262265,871291795.4274098,4526235834.566995,4288843582.6122093,6.0729098951626014e-05
40.0,0.2461936751443961,4.286341328227398,0.0685415054676523,53.91161557636868,5.928419668442414,0.5906258829186455,0,40,27.736176783671155,0.0383264702442728,8.096527875123074,0.0615060848661161,1.6155,2751085512.7446427,25243520550.31132,1132603725.3162649,3552416264.373856,18752324134.067783,8646106234.293036,0.0002811040168403
41.0,0.2312956715392861,4.133958988134631,0.0794788661385399,51.69335252327032,5.911877171861297,0.5859203751160175,0,41,27.586759203915555,0.006595422365565,6.170263732972046,0.0343891583352616,1.6155,1663629274.9573848,9774898726.9774,759269353.9387909,1316725617.5414243,6875033029.4158945,5416293534.654942,0.0001140414791852498
42.0,0.2348459682189047,4.17242768000437,0.0786778844080637,52.24985270135937,5.9185125798853395,0.5783710601363726,0,42,27.469020233337986,0.0353291261607349,6.797478233559877,0.0405974621757449,1.6155,1829984316.2061377,11969561461.111238,820440261.7734439,1632707873.5662444,8552189504.2110815,5914405757.352748,0.00010843220229445316
43.0,0.2381752986695318,4.213762765161988,0.0837132939173053,52.84688175663265,5.932044580243232,0.5819188023428025,0,43,26.271417452543794,0.0165946309724097,8.45648961309508,0.0459395610945716,1.6155,2052443815.2869132,15506612003.37142,928933003.930961,2146228768.5579605,11283639870.043377,6563798213.614532,0.00015891544707537992
44.0,0.2825186927162701,4.706256997598207,0.096812401529893,60.02401293539248,6.173637375985937,0.6061414456109535,0,44,19.79244588453525,0.1746803843288043,21.23291409826859,0.1342231731873615,1.6155,2852679009.0931926,26770671784.733036,1381928067.5292716,3771821084.153884,19918573204.03435,8937018245.593761,0.000334535686241
45.0,0.3078060379432042,5.070134930685168,0.1054032046194025,65.32423021770248,5.983195782013745,0.5805077687728706,0,45,14.275959802122127,1.9827111434476248,30.43250653294369,0.1632581919328765,1.6155,1965524552.9389536,12669672755.495495,932314681.8371019,1725148279.6737216,9032701444.998083,6342223249.244622,0.0002407211910451
46.0,0.3073636807733748,5.110077124753786,0.1120038127017257,65.90357540359553,5.935759726093773,0.5760771142859172,0,46,13.554922877463868,2.3793482258779384,31.239565372497367,0.0916890221222296,1.6155,1665701872.8791547,9277794542.900105,787056175.4763577,1241227736.134893,6469513573.408226,5431124498.065083,9.735036694915332e-05
47.0,0.309555030540912,5.130845924671684,0.1157746944593879,66.20721086646792,5.9323501708096495,0.5788956725781581,0,47,13.215006058105345,2.2348424045355912,31.925171674166045,0.0745752505843085,1.6155,1881823485.4759126,12063767200.620884,866744986.0934578,1641902680.9688873,8595640485.36785,6080252766.283437,0.0001105985000308386
48.0,0.3079198990985659,5.153592115428344,0.1078696481856002,66.53685737364849,5.9256943296223366,0.5766839285485036,0,48,12.717411178490973,2.7387859216818913,32.25083635293159,0.0442615702246937,1.6155,1667812980.9508915,9575330146.273787,779240139.582643,1286238906.9123237,6711136412.632729,5429083570.338493,8.606121490784634e-05
49.0,0.3048499279203415,5.106849376503463,0.1082710356315963,65.85645698885902,5.936518485466705,0.5826512966454114,0,49,13.144939564630384,2.5149619320010337,31.332815470637122,0.053645666349036,1.6155,2257325258.788715,17592012424.454483,1000219545.5174648,2442192690.261838,12848963639.880371,7189791996.243781,0.00016780175246177938
50.0,0.30165573417437,5.043008134738498,0.106310779928578,64.92573550976049,5.964779019420694,0.5907355945354816,0,50,14.205692332684835,2.0789442848466875,29.764250948828963,0.06516227461776859,1.6155,2798265447.629188,25136905376.645504,1227251121.7485354,3531149081.0370827,18632634012.13908,8800303849.958937,0.00022684883411401677
51.0,0.5265201506141288,8.020973628902844,0.0744153132994031,96.76232388997269,5.898839638792192,4.15550551760277e-05,0,51,20.403330111612203,,56.675314959774035,,1.6155,1659926715.092169,1852776458.7804556,788246807.7572606,117280773.4025411,432843848.24228895,5610252104.810619,2.130810310663216e-06
52.0,0.4746297136664607,7.029290284225499,0.0783061971396472,89.41088455636554,5.899648135760898,2.5019422316044605e-05,0,52,20.132206709007384,,49.33082358123737,0.0082216692115163,1.6155,1529431376.8581386,2319344628.7712393,728882086.9922085,200770722.36736542,896892902.4943984,5162826831.437782,5.382179631809345e-06
53.0,0.5310557314787158,8.066139516377781,0.0725210341005773,97.49136792111909,5.899658181148856,5.51978682460776e-05,0,53,20.352973632519998,,57.36471613044421,0.0106355246799171,1.6155,1725907813.5195625,2713933281.9977283,809519098.0656085,241226317.49767455,1090622795.820072,5808234354.656392,5.872477834738166e-06
54.0,0.4743035556919798,7.028569265437546,0.0780944047344425,89.36215457287213,5.899566379693341,1.473311421128208e-05,0,54,20.18323250144329,,49.248987723603335,,1.6155,1520270323.8267682,2191899675.67376,725948868.8392067,182368497.11624536,799152856.5367275,5135531653.609562,4.930934955733751e-06
55.0,0.5277449595967716,8.007626901059309,0.0736788405409635,97.01764814671775,5.898473233385023,4.134278090390732e-06,0,55,20.282380990781185,,56.977657941208584,,1.6155,1621083594.499123,1478252077.5378916,774515872.4940743,64374331.97479859,153337969.88765755,5490237313.708201,5.265686738825261e-07
56.0,0.4744029531417387,7.029439134205693,0.0781810531818372,89.3723646670256,5.899583931778366,2.828662154984277e-05,0,56,20.172196475721623,,49.26493709594162,0.0046029533147024,1.6155,1528504571.084272,2300993487.688008,728640164.2451061,198082220.49527448,882562856.2560283,5160205544.186783,5.218860982943808e-06
57.0,0.5287725711684484,8.02586933734652,0.0733592413079767,97.16813673683795,5.898827012176205,1.2449683292739053e-05,0,57,20.301873452555643,,57.10662599335956,,1.6155,1650571104.245035,1822253574.0535455,784362357.3561358,113578372.90001139,414071728.0339339,5579779458.870354,2.07959502810563e-06
58.0,0.474312217273304,7.027906314237868,0.0781220850096387,89.3619149557075,5.899496236613694,2.6412431033555203e-05,0,58,20.17703775636112,,49.25097652125076,0.0025498981951118,1.6155,1526698607.0365999,2278646367.5368752,728022642.5857364,194874969.7167984,865553132.2011021,5154759646.826121,5.054739031598491e-06
59.0,0.5287110533299141,8.024935846808473,0.0734770783159463,97.15883720064862,5.898866229967968,2.580002834327324e-05,0,59,20.2893153053179,,57.109861453600445,,1.6155,1655651235.07411,1892262329.6315222,786038756.4256938,123681811.18158488,467727351.70836025,5594941926.050102,2.3203265995362727e-06
60.0,0.474384174803652,7.028906748367343,0.0781414198617511,89.36720865414672,5.899541122893782,3.065523232448913e-05,0,60,20.177912778774708,,49.25230724991373,0.0066513509742229,1.6155,1529598866.8247027,2314850619.911576,728971084.756872,200073612.61919886,893127161.4153531,5163503830.040629,5.180413642144762e-06
61.0,0.4618781840605279,6.592758374374098,0.0514555133279943,87.49053389355137,5.904284585608058,0.0655720685125855,0,61,23.495237339332153,0.0090627712207616,44.07456816360298,0.0237825172826637,1.6155,1464488296.5370321,1248595308.1477168,709291952.1721895,45193966.08973434,69263327.68583111,4969940238.289814,7.175808939891201e-06
62.0,0.4264649557290349,6.159055172694744,0.0539099171934372,81.17511823465813,6.03066025819101,0.5906818037647452,0,62,17.118855340133205,0.495718440540087,42.495987391141185,1.4090767586928707,1.6155,1438787569.331399,1238146812.8066742,1047517708.5744154,43480578.642096356,63726952.810381964,4863021707.14935,0.0003649202807837
63.0,0.4615738820731726,6.609194310328479,0.0463310015033963,87.72977149860924,5.944913228267332,0.1047454337554712,0,63,23.084251861926866,0.0495194528989547,44.42507595682212,0.031746979523668,1.6155,1471933667.6874366,1245630017.7753139,771093511.6690624,43606804.55567207,60005821.58171206,4990221927.748488,0.00010156608233008642
64.0,0.4345924989573714,6.2601073105870455,0.0549448359308949,82.64662868394983,6.017358684192653,0.493778360555488,0,64,18.046263743398022,0.4382582183780609,43.13923107416631,1.2186728411163554,1.6155,1444743682.2043455,1236187007.1439147,990638045.002336,43007716.81835747,60316654.91830427,4887127431.8592,0.0003168592556206
65.0,0.460967271356855,6.600681908457471,0.0458189461000913,87.60524311518014,5.9500566644093595,0.1190259041566668,0,65,23.018012008046725,0.0542424478653677,44.38599790713518,0.0400030746744657,1.6155,1475825476.3633018,1251458847.144805,784974285.1748906,44001708.58855811,61666979.13475844,5002537415.434386,0.00011236716707639977
66.0,0.4364705932817082,6.281692258800153,0.0551022783905673,82.96123116172268,6.016166967015485,0.4638654842601598,0,66,18.445875663275803,0.3666739611132567,43.10439537573324,1.1737579908938,1.6155,1429256510.9980333,1222494728.3384366,942982918.9708719,42851369.62754793,61362915.06688394,4836648073.562635,0.0003049838402282
67.0,0.4607212016791348,6.598288980135215,0.0458688083465981,87.5704427944359,5.94790295255914,0.1252215063537993,0,67,22.96899143761561,0.0654227167354221,44.37337407552691,0.0528134003224024,1.6155,1475286470.1555185,1252557552.1987834,796540623.8397118,44101634.398203015,62249576.065411076,5000556293.061795,0.00010896243273318543
68.0,0.4358348620855163,6.27521401545098,0.0553352905343254,82.86672390868048,6.014773345230751,0.4660722998173373,0,68,18.458012937643105,0.3471471329962534,43.019647800281255,1.1635287159765535,1.6155,1425363207.8375385,1218022841.9827032,950857247.2921007,42496131.48241621,59958250.239945576,4823076735.597245,0.0003081894988426
69.0,0.4603923296398559,6.595153342551247,0.0461313921646397,87.5254376189919,5.948183155953181,0.1261089747213065,0,69,22.925920707037314,0.06576239627048991,44.37530835330952,0.0493087615073457,1.6155,1474912243.9487138,1252026010.7141142,790536556.85049,44125430.851312265,62441257.51949401,4999216129.233065,0.0001119057990528108
70.0,0.4372317010473804,6.292193964844722,0.0547847671338967,83.11374765008786,6.010680611149645,0.4464537176829269,0,70,18.760719584375458,0.3227402519067295,43.031441749058644,1.1085246174632584,1.6155,1430459343.415689,1219029363.0278268,925595548.2391658,42469213.08167604,59292264.36121223,4839718278.457505,0.00029381116066140003
71.0,0.4732717785524891,6.670234399811039,0.0513022929260532,88.61855568714039,5.906789938232477,0.0627681892077579,0,71,22.85749879340295,0.0071103880254124,45.47087550544033,,1.6155,13460522399.371414,160107100297.81418,4554183598.280944,22925776455.479927,121518934205.78831,40932193024.97807,0.004394449889948588
72.0,0.4356613185376078,6.300917424162791,0.0534285832609489,83.24118508227293,6.049496587033927,0.5280306562839651,0,72,17.390174608867028,0.5548238590769906,45.2962553317259,,1.6155,21422715832.846344,265155065508.55292,7455252321.400306,38050265805.361786,201795909132.33975,64792709719.07326,0.0052855684610858
73.0,0.4704595494609546,6.65671184721952,0.0481882141848584,88.42172196492511,5.956067945548574,0.1133833772410757,0,73,22.273996094431215,0.0444142287392196,45.716471512096,,1.6155,13994394972.61507,166977194262.8359,4778437665.604566,23913523408.89195,126760229576.88582,42532232751.63485,0.0038380930173437
74.0,0.4449223222136329,6.397416270305786,0.0552730030889308,84.64635616671916,6.02930276448389,0.4155839962766255,0,74,18.486174363233957,0.4499834841226876,45.529928211021975,,1.6155,20519138599.02555,253429190009.6228,7066302432.603798,36364066207.22401,192847972742.12,62080593421.79819,0.0051935407994508995
75.0,0.4648055541846837,6.594993773437595,0.0454940649807547,87.52272614667423,5.9726476173769365,0.1904656561593406,0,75,21.744889057085306,0.07555925139370359,45.47422443156438,,1.6155,13732242806.62154,163341323738.25986,4754579168.914091,23388105506.83787,123969738503.31117,41748153625.056015,0.0034986789764129
76.0,0.4455980526653483,6.395680686118072,0.0549514526717644,84.62095523814084,6.032988571299572,0.4167758336608759,0,76,18.588906317142058,0.3626911415146923,45.5154379909459,,1.6155,20968569588.98398,259351125610.9368,7182442921.3398285,37217128501.122635,197375854534.72906,63427989578.101036,0.0053126614956017
77.0,0.4622671056680313,6.565784532898647,0.0456241901060387,87.0976603542309,5.973384784248741,0.2228174972132819,0,77,21.407674444955394,0.0834879907813849,45.40313096783564,,1.6155,14317949836.314522,171066141027.3967,4942366882.573182,24500592218.455833,129874626050.60034,43502661038.65383,0.0035964255112781
78.0,0.4472055676135595,6.412693681409084,0.0555866021741216,84.86879009053202,6.037060071619202,0.4035396134149567,0,78,18.69399602224319,0.3285816778540665,45.696101381028384,,1.6155,20106997076.656536,247809623591.21304,6888511310.505841,35553992115.40144,188546724774.70105,60848987510.56738,0.0049086705521911005
79.0,0.4600650739435118,6.538755561435448,0.0453766128113484,86.70413428327477,5.984928781026212,0.2492797927048191,0,79,21.133536819184933,0.0888711793983775,45.383492834397586,,1.6155,14031450545.799866,167218571364.3816,4854014117.707408,23946008896.95776,126930411191.10794,42644816319.07915,0.0033773401115577
80.0,0.4467668306627754,6.410894166575682,0.0558442247263013,84.84257961885717,6.024768403566333,0.3879842912645957,0,80,18.941627330890128,0.2875543435693698,45.38879992899668,,1.6155,19535884658.151527,240527509063.5,6683991668.250885,34507450060.88225,182994453260.83524,59129260482.56008,0.0048353037897342
81.0,0.2133797045176663,4.11940891516728,0.0720092422374986,48.06349748984985,5.898398423425249,0.5702150264195077,0,81,31.238051597740395,,,,1.6155,943257712.0325538,831100374.2755464,493467338.85213643,32951793.080430146,66117554.50489638,3246013219.1901703,1.2196365701540114e-07
82.0,0.1886410132495461,4.201928488602991,0.0907367183878416,44.0194718081856,5.898387028674744,0.9639521867528136,0,82,27.6163926586161,,,,1.6155,878305303.8542118,762075668.0397017,466467120.8416231,28879576.80878451,52048145.74327367,3031112858.3025975,7.41870922211067e-08
83.0,0.2036349132749569,4.105513498896608,0.0687195039554801,46.290052251828406,5.89866841909589,0.9635821996901922,0,83,29.809006082017294,,,0.0006874053401419,1.6155,934763711.5836768,996904738.6373763,489200074.05091774,58893194.10988025,206478261.14194274,3213469979.740585,8.205866910302447e-07
84.0,0.1892570209148259,4.175962330374655,0.0895181750092117,44.11807665926617,5.898394785554304,0.9639386872111192,0,84,27.706574052746866,,,,1.6155,884962550.4105841,774541950.0421116,469206690.76265204,30113418.295525264,57875225.45182565,3053001327.800897,1.0129632371422654e-07
