,unit,max_regional_share
0,fraction,0.7132298000553371
1,fraction,0.4470166177079818
2,fraction,0.41555179526550934
3,fraction,0.38912059957679634
4,fraction,0.35562297449435754
5,fraction,0.3686218637947931
6,fraction,0.3723009986178894
7,fraction,0.3972872398253598
8,fraction,0.4118650176239054
9,fraction,0.3850991102035329
10,fraction,0.3207290559835225
11,fraction,0.4079825341472339
12,fraction,0.39909737764096564
13,fraction,0.36865487071379793
14,fraction,0.37529178557043025
15,fraction,0.3851182415892262
16,fraction,0.42954600912374286
17,fraction,0.39788782577410325
18,fraction,0.3962179094265961
19,fraction,0.40234346346378297
20,fraction,0.38672559720549815
21,fraction,0.376952867490595
22,fraction,0.36225010205705444
23,fraction,0.37797154093846425
24,fraction,0.399573469289254
25,fraction,0.4285760337209807
26,fraction,0.3199968980926056
27,fraction,0.3105883754027434
28,fraction,0.40010632399531343
29,fraction,0.32957836134132384
30,fraction,0.40365978660892093
31,fraction,0.31201047642812924
32,fraction,0.4066792899770294
33,fraction,0.31719979243978597
34,fraction,0.40354540222061164
35,fraction,0.29903561538791174
36,fraction,0.40456282027119245
37,fraction,0.3989178735297566
38,fraction,0.3788600455765164
39,fraction,0.34607514147542584
40,fraction,0.5603840225446501
41,fraction,0.6188548335255205
42,fraction,0.6255054778521149
43,fraction,0.615663069966878
44,fraction,0.6260830184810997
45,fraction,0.6084392819396219
46,fraction,0.5831062039636865
47,fraction,0.5741495746472722
48,fraction,0.5983530546982176
49,fraction,0.6394045453170869
50,fraction,0.7904432091843667
51,fraction,0.4319582290031986
52,fraction,0.3880535507345337
53,fraction,0.39861198410543003
54,fraction,0.45431875281698253
55,fraction,0.4660313464348193
56,fraction,0.4202858779951783
57,fraction,0.44205541258345754
58,fraction,0.3871324005062733
59,fraction,0.3638437060964587
60,fraction,0.3866219890646947
61,fraction,0.4173061503162277
62,fraction,0.3958577269543797
63,fraction,0.37740027916204094
64,fraction,0.401027551530309
65,fraction,0.45907185832795117
66,fraction,0.4803388345683221
67,fraction,0.5504127973251751
68,fraction,0.5199184152254086
69,fraction,0.9817286982302408
70,fraction,0.713433827567412
71,fraction,0.43808727588484503
72,fraction,0.3867574638252187
73,fraction,0.3977951960232121
74,fraction,0.40867270591370153
75,fraction,0.4657612433692363
76,fraction,0.4838105898808571
77,fraction,0.3542387118733239
78,fraction,0.5660285906163708
79,fraction,0.8070466192307778
80,fraction,0.9176632895598527
81,fraction,0.3023660865965167
82,fraction,0.3052081909784481
83,fraction,0.3133233261106747
84,fraction,0.31446266013220003
85,fraction,0.32344326928904943
86,fraction,0.34404919256661837
87,fraction,0.35068332289666915
88,fraction,0.3480169910483641
89,fraction,0.35596802740108463
90,fraction,0.35909894154964556
91,fraction,0.07202171074532045
92,fraction,0.10110318033591716
93,fraction,0.9474825265527842
94,fraction,0.9739028574500035
95,fraction,0.9968480249384185
96,fraction,0.9653043287436327
97,fraction,0.7455852243528889
98,fraction,0.7294181750578168
99,fraction,0.5787718486408698
100,fraction,0.9049453867589426
101,fraction,0
102,fraction,0
103,fraction,0.2676030816783949
104,fraction,0.996292448793332
105,fraction,0.996150551636824
106,fraction,0.9956430917395678
107,fraction,0.6499330548633575
108,fraction,0.4854675164097927
109,fraction,0.8808480322713267
110,fraction,0.5180911058651393
111,fraction,0.4376372793908355
112,fraction,0.3862878248103178
113,fraction,0.3950502435827687
114,fraction,0.41168808400249907
115,fraction,0.48474254374829945
116,fraction,0.4697053684915229
117,fraction,0.4694411821147666
118,fraction,0.37095983306711594
119,fraction,0.7591452019119264
120,fraction,0.9763589569288739
121,fraction,0.3737079857016339
122,fraction,0.4036334824660981
123,fraction,0.431358507734531
124,fraction,0.3898634203461403
125,fraction,0.3379165863133479
126,fraction,0.5675160226682688
127,fraction,0.3621116249476424
128,fraction,0.8506022130797649
129,fraction,0.9708347717160127
130,fraction,0.9909195682174604
131,fraction,0.4380802056531191
132,fraction,0.38691837978142096
133,fraction,0.3974767970328737
134,fraction,0.4100494156183269
135,fraction,0.47073443743653276
136,fraction,0.4807658290064843
137,fraction,0.6289810589013892
138,fraction,0.45580610960345186
139,fraction,0.7994158891116907
140,fraction,0.7148408678569075
141,fraction,0.3040340479749029
142,fraction,0.3814969159469125
143,fraction,0.3721857333084652
144,fraction,0.44421767413136054
145,fraction,0.46959536716788686
146,fraction,0.44485772607009383
147,fraction,0.3940432284147489
148,fraction,0.7270112608467076
149,fraction,0.7839297934073062
150,fraction,0.6478871483652552
151,fraction,0.6374505023603817
152,fraction,0.35285063714540416
153,fraction,0.6417894742840878
154,fraction,0.42560120905471793
155,fraction,0.6637527606946735
156,fraction,0.5956995091682563
157,fraction,0.5250726868462803
158,fraction,0.6379253435035854
159,fraction,0.4892430887895264
160,fraction,0.5776751061963477
161,fraction,0.61746952093923
162,fraction,0.6377575255675326
163,fraction,0.5974082200187392
164,fraction,0.5006475198986797
165,fraction,0.6269262900028917
166,fraction,0.5799399735302462
167,fraction,0.39861667333267436
168,fraction,0.4798476065760566
169,fraction,0.48366832689686706
170,fraction,0.5919321860079738
171,fraction,0.8434155896478246
172,fraction,0.9988634105548142
173,fraction,0.9966198311091509
174,fraction,0.7760942063253581
175,fraction,0.3764958510355288
176,fraction,0.9738222815625023
177,fraction,0.9840178897454748
178,fraction,0.930624273298687
179,fraction,0.6120384298361394
180,fraction,0.9766086079426882
181,fraction,0.2650504753758515
182,fraction,0.2903075288983657
183,fraction,0.28745872405752876
184,fraction,0.2949821449018913
185,fraction,0.3010796426608393
186,fraction,0.29132564360025737
187,fraction,0.304144468969266
188,fraction,0.3000670879970075
189,fraction,0.31646316654822587
190,fraction,0.3774356001874529
191,fraction,0.2647041158589501
192,fraction,0.29051966695331044
193,fraction,0.2863778516459423
194,fraction,0.2995542133670523
195,fraction,0.30063176903841654
196,fraction,0.2443541534367821
197,fraction,0.29971999446633296
198,fraction,0.3108106555009769
199,fraction,0.29908002781596515
200,fraction,0.31153247999108574
201,fraction,0.9911612934402653
202,fraction,0.49362797279254655
203,fraction,0.7928606099024972
204,fraction,0.7396264056046079
205,fraction,0.5597327705892854
206,fraction,0.8174010245723374
207,fraction,0.5375409427005149
208,fraction,0.5744265378817203
209,fraction,0.5393554855045422
210,fraction,0.48366134341990596
211,fraction,0.5649477611250823
212,fraction,0.539012886814996
213,fraction,0.5054809750356228
214,fraction,0.5075549150897644
215,fraction,0.5209114057340971
216,fraction,0.36712741134779747
217,fraction,0.32040016542742933
218,fraction,0.6144567242203877
219,fraction,0.618631295697883
220,fraction,0.5459937267976452
221,fraction,0.4380802056531191
222,fraction,0.38691837978142096
223,fraction,0.3974767970328737
224,fraction,0.4100494156183269
225,fraction,0.47073443743653276
226,fraction,0.4807658290064843
227,fraction,0.6289810589013892
228,fraction,0.45580610960345186
229,fraction,0.7994158891116907
230,fraction,0.7148408678569075
231,fraction,0.5719288022274319
232,fraction,0.5587761805067856
233,fraction,0.6320468545141581
234,fraction,0.5784959222317395
235,fraction,0.5558757648566688
236,fraction,0.6475602199095344
237,fraction,0.5784456023541372
238,fraction,0.5856131803071585
239,fraction,0.5642446110737499
240,fraction,0.5814473395809476
241,fraction,0.4780204924185006
242,fraction,0.46943886333942686
243,fraction,0.46193625925255655
244,fraction,0.4633778158651538
245,fraction,0.46493935038681966
246,fraction,0.46567813875787245
247,fraction,0.46669401994846316
248,fraction,0.4670395581854652
249,fraction,0.46711636043701327
250,fraction,0.4671981469294793
251,fraction,0.2935909185617723
252,fraction,0.30276735917770675
253,fraction,0.2989143601857814
254,fraction,0.29788157616512106
255,fraction,0.30804038140451756
256,fraction,0.30058801061992463
257,fraction,0.30577187250750226
258,fraction,0.3001743806817608
259,fraction,0.3090260513199044
260,fraction,0.2990683466878502
